usefulCount,coolCount,funnyCount,tipCount,friendCount,reviewCount,avg_posting_rate,postive_ratio,average_content_similarityBM,reviewer_deviattion,membership_length,rev_duration,pn_ratio,capital_diversity,flagged
0,0,0,0,0,0,0,0,0,0.2005,0.3371,0,0.0103,0.1815,Y
0,0,0,0,0.0022,0.0816,0.0207,0.58,0.2029,0.1726,0.4045,0.417,0.0309,0.1417,N
0,0,0,0,0.0002,0.0015,0.0056,1,0.0633,0.3747,0.4944,0.0295,0.0515,0.1253,Y
0,0,0,0.0762,0.0289,0.1397,0.0226,0.7,0.2065,0.4026,0.3933,0.3752,0.0619,0.144,N
0,0,0,0,0,0.001,0.0339,1,0.0518,0.0871,0.6854,0,0.0412,0.0796,Y
0,0.05,0,0.0021,0.0359,0.2148,0.0176,0.66,0.2006,0.1726,0.6517,0.6637,0.0412,0.1019,N
0,0,0,0,0,0,0,0,0,0.2005,0.6966,0,0.0103,0,Y
0,0,0,0.0042,0.0032,0.0836,0.0062,0.76,0.2757,0.4602,0.2247,0.2429,0.0619,0.1862,N
0,0,0,0,0,0,0,0,0,0.7993,0.0674,0,0,0.1499,Y
0.0435,0,0,0,0.0126,0.0671,0.0271,0.82,0.1733,0.1726,0.3034,0.1521,0.1443,0.1429,N
0,0,0,0,0,0.001,0.0339,1,0.0499,0.3512,0.0787,0,0.0412,0.2377,Y
0.0435,0,0,0,0,0.0005,0.0339,1,0.7163,0.1726,0.0562,0,0.0412,0.1347,N
0,0,0,0.2127,0.0267,0.0165,0.0005,0.79,0.1563,0.3512,0.236,0.2392,0.0515,0.0585,Y
0.0435,0,0,0,0.0018,0.0145,0.0093,0.74,0.2044,0.1726,0.4719,0.4451,0.0309,0.1335,N
0,0,0,0,0,0.0015,0.0056,0.5,0.1116,0.3512,0.1461,0.1278,0.0103,0.1218,Y
0.0435,0,0,0.0021,0.001,0.021,0.0124,0.57,0.1219,0.115,0.191,0.1984,0.0206,0.1311,N
0,0,0,0,0,0.002,0.0254,0.2,0.0172,0.7993,0.1685,0.0463,0,0.1803,Y
0.0435,0,0,0.0011,0,0.002,0.0678,0.2,0.0647,0.115,0.0449,0,0,0.2365,N
0,0,0,0,0,0.0015,0.0169,0.5,0.0561,0.0636,0.2809,0.0377,0.0309,0.0269,Y
0.087,0,0,0,0,0.0015,0.0254,0.4,0.4313,0.115,0.0449,0.0161,0.0103,0.1358,N
0,0,0,0,0,0.0015,0,0.75,0.0472,0.5116,0.3596,0.0385,0.0206,0.0691,Y
0.087,0,0,0.0021,0.0012,0.001,0,1,0.0401,0.3762,0.1461,0.0841,0.0412,0.2775,N
0,0,0,0,0,0.001,0.0339,1,0.028,0.0636,0.382,0,0.0412,0.1265,Y
0.087,0,0,0,0.0002,0.011,0.013,0.65,0.1714,0.199,0.6742,0.5333,0.0206,0.1674,N
0,0,0,0,0,0.0005,0,0.5,0.1074,0.0636,0.4494,0.0041,0.0103,0.1019,Y
0,0,0,0,0,0.007,0.0065,0.94,0.1021,0.0886,0.0337,0.0396,0.1856,0.2412,N
0,0,0,0,0,0.0015,0.0169,1,0.2379,0.3512,0.6067,0.0019,0.0515,0.1733,Y
0.087,0,0,0.0021,0.0068,0.0135,0.0226,0.78,0.1619,0.3762,0.2247,0.1517,0.0412,0.1405,N
0,0,0,0,0.0002,0.0025,0.0339,0.66,0.2248,0.0636,0.6629,0.0355,0.0515,0.2049,Y
0.087,0.05,0.0357,0.0021,0.0044,0.02,0.0041,0.82,0.1354,0.5554,0.427,0.4376,0.0412,0.0808,N
0,0,0,0.0011,0.1257,0.0541,0.0105,0.81,0.203,0.224,0.809,0.8281,0.0928,0.1112,Y
0,0,0,0.0286,0,0.0055,0.0237,0.41,0.1317,0.3074,0.2135,0.0265,0.0103,0.1417,N
0,0,0,0,0,0.0025,0.0339,1,0.4026,0.3512,0.8764,0.0015,0.0722,0.2541,Y
0.0435,0.05,0.0357,0,0.0034,0.1242,0.0154,0.46,0.1634,0.3074,0.5281,0.543,0.0206,0.1136,N
0,0,0,0,0,0.008,0.0339,0.61,0.1345,0.2404,0.0225,0.0355,0.0103,0.0925,Y
0.0435,0,0,0,0.0012,0.0055,0.0106,0.69,0.2502,0.0198,0.3034,0.1207,0.1031,0.1651,N
0,0,0,0,0,0,0,1,0,0.2404,0.0225,0,0.0206,0.13,Y
0.0435,0,0,0,0.0018,0.02,0.0133,0.75,0.1382,0.3074,0.6966,0.4862,0.0412,0.1382,N
0,0,0,0,0.0002,0,0,0,0,0.3348,0.0449,0,0,0.1593,Y
0,0,0,0.0116,0,0.0045,0.0395,0.7,0.1025,0.2678,0.0899,0.0123,0.0206,0.1909,N
0,0,0,0,0,0,0,0,0,0.3348,0.0562,0,0,0.0902,Y
0.087,0.05,0,0.0032,0.0036,0.0456,0.0433,0.76,0.2076,0.2678,0.1685,0.1704,0.1443,0.1616,N
0,0,0,0.0011,0.0006,0.006,0.0381,0.61,0.0856,0.528,0.1573,0.0882,0.0412,0.1604,Y
0,0,0,0.036,0.0165,0.0646,0.0086,0.69,0.1712,0.2678,0.3708,0.3303,0.1031,0.1604,N
0,0,0,0.0444,0.0333,0.025,0.4153,0.45,0.216,0.3348,0.1798,0.0344,0.0103,0.2436,Y
0.0435,0,0,0.1735,0.0231,0.0696,0.0296,0.7,0.1637,0.113,0.6292,0.6364,0.0619,0.1066,N
0,0,0,0,0,0.0255,0.025,0.59,0.2034,0.2404,0.1461,0.1338,0.0103,0.137,Y
0.087,0,0.0357,0,0.0004,0.004,0.0042,0.5,0.1162,0.7498,0.3034,0.309,0.0103,0.103,N
0,0,0,0,0,0,0,0,0,0.3348,0.1573,0,0,0.1335,Y
0.0435,0,0,0,0,0.007,0.0466,0.73,0.1873,0.113,0.1461,0.1513,0.0309,0.2166,N
0,0,0,0,0,0.001,0.0339,0.66,0.0092,0.2404,0.1685,0,0.0103,0.1066,Y
0,0,0,0,0.0038,0.0436,0.0194,0.55,0.1977,0.113,0.3933,0.3472,0.0206,0.1464,N
0,0,0,0,0.0002,0.0055,0.0014,0.61,0.1682,0.6224,0.2472,0.2601,0.0103,0.13,Y
0,0,0,0.0646,0.0199,0.009,0.0207,0.8,0.1843,0.4006,0.2809,0.1898,0.0412,0.1475,N
0,0,0,0,0,0.0005,0,0,0.0157,0.6224,0.1798,0.0101,0,0.0808,Y
0.0435,0,0,0,0,0.0105,0.022,0.69,0.1595,0.113,0.2022,0.1652,0.0206,0.1007,N
0,0,0,0,0,0.0015,0.0169,0.5,0.0613,0.2404,0.191,0.0015,0.0103,0.3548,Y
0,0,0.0357,0.0392,0.0167,0.0541,0.025,0.64,0.1358,0.113,0.1685,0.17,0.0619,0.1546,N
0,0,0,0,0.0002,0.0065,0.0127,0.71,0.1055,0.0472,0.2584,0.0826,0.0206,0.1569,Y
0,0,0,0,0.0006,0.0095,0.0139,0.6,0.1344,0.1746,0.1348,0.1196,0.0103,0.0902,N
0,0,0,0,0,0.001,0.0339,1,0.0605,0.2404,0.3034,0,0.0412,0.1124,Y
0,0,0,0,0.0237,0.2554,0.027,0.53,0.3127,0.1746,0.3596,0.3606,0.0515,0.3724,N
0,0,0,0.0021,0,0.005,0.0297,0.63,0.0796,0.528,0.4831,0.3815,0.0206,0.1698,Y
0,0,0,0.0032,0.0086,0.1542,0.0202,0.59,0.217,0.0889,0.7191,0.6065,0.0206,0.1124,N
0,0,0,0,0,0.0015,0.0169,0.5,0.1054,0.0472,0.4157,0.0015,0.0309,0.1347,Y
0,0,0,0,0,0.002,0.0034,1,0.3748,0.0889,0.5393,0.3935,0.0722,0.1171,N
0,0,0,0,0,0,0,1,0,0.2404,0.4607,0,0.0206,0.2635,Y
0,0,0,0,0.0002,0.017,0.0085,0.61,0.2311,0.0889,0.5281,0.5314,0.0206,0.1815,N
0,0,0,0,0,0.0521,0.016,0.4,0.2472,0.0472,0.5618,0.3262,0.0206,0.1499,Y
0,0,0,0,0,0.0025,0.0102,0.87,0.2652,0.0889,0.4607,0.2283,0.0412,0.24,N
0,0,0,0,0,0.001,0.0339,1,0.0718,0.2404,0.5169,0,0.0412,0.1393,Y
0,0,0,0.0011,0.1811,0.5904,0.0532,0.77,0.2392,0.0889,0.9663,0.9794,0.3196,0.2412,N
0,0,0,0,0,0.0005,0,0.5,0.0301,0.3348,0.6292,0.38,0.0103,0.0726,Y
0,0,0,0.019,0.006,0.012,0.0127,0.35,0.1417,0.1987,0.3708,0.3774,0,0.1089,N
0,0,0,0,0,0,0,0,0,0.3348,0.6742,0,0,0.1511,Y
0,0,0,0,0.0008,0.0245,0.0407,0.96,0.1576,0.3765,0.3146,0.3061,0.1649,0.2131,N
0,0,0,0,0,0.003,0.1017,0.42,0.0707,0.3831,0.0225,0,0,0.1171,Y
0.0435,0.05,0,0,0.0004,0.03,0.0131,0.74,0.3029,0.0889,0.2809,0.284,0.0309,0.0808,N
0,0,0,0,0,0,0,0,0,0.3831,0.0225,0,0,0.1323,Y
0,0,0,0,0.0018,0.0496,0.0575,0.67,0.2812,0.3765,0.4157,0.2571,0.0515,0.1827,N
0,0,0,0,0,0.0045,0.0395,0.7,0.0537,0.0955,0.0449,0.0015,0.0412,0.1265,Y
0,0,0,0.0042,0.0249,0.1502,0.0093,0.67,0.2127,0.1987,0.5506,0.5691,0.0722,0.2096,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0048,0.3831,0.0449,0,0.0103,0.1077,Y
0.0435,0,0,0,0.0134,0.0646,0.0712,0.7,0.1499,0.4863,0.5169,0.3535,0.0412,0.2061,N
0,0,0,0,0,0.001,0.0056,0.5,0.0308,0.1921,0.427,0.4484,0.0103,0.0574,Y
0.087,0,0,0.2995,0.0076,0.0971,0.0106,0.53,0.1629,0.0889,0.5843,0.5781,0.0515,0.1721,N
0,0,0,0,0,0.004,0.0339,0.66,0.2033,0.3831,0.0899,0.0635,0.0206,0.0995,Y
0.1304,0,0,0,0.0122,0.1022,0.057,0.55,0.1548,0.0889,0.3483,0.1136,0.0309,0.1124,N
0,0,0,0,0,0,0,0,0,0.6707,0.1461,0,0,0.1534,Y
0.087,0,0,0,0.004,0.1017,0.006,0.63,0.2298,0.3765,0.5618,0.5747,0.0412,0.0984,N
0,0,0,0,0,0.0005,0.0169,0,0,0.6707,0.2247,0,0,0.1803,Y
0.087,0.05,0.0714,0,0.001,0.0105,0.0155,0.86,0.1988,0.0889,0.5506,0.5452,0.1031,0.2283,N
0,0,0,0,0,0,0,0,0,0.3831,0.1573,0,0,0.1019,Y
0.2174,0.05,0.0357,0.0032,0.0237,0.0821,0.0408,0.73,0.1757,0.0889,0.6292,0.5314,0.0619,0.2119,N
0,0,0,0,0,0.001,0.0339,1,0.1173,0.1921,0.1798,0,0.0412,0.1909,Y
0.3043,0.15,0.1429,0.0011,0.0189,0.0661,0.0099,0.56,0.2014,0.0889,0.5843,0.5759,0.0206,0.1429,N
0,0,0,0,0,0.005,0.0038,0.63,0.1589,0.1921,0.5843,0.3184,0.0825,0.0749,Y
0.0435,0,0.0357,0,0.0082,0.002,0.0042,0.8,0.0197,0.4863,0.3596,0.3285,0.0206,0.0773,N
0,0,0,0,0,0,0,0,0,0.0955,0.6067,0,0.0103,0.1417,Y
0.2609,0.05,0.0714,0.0857,0.0259,0.1562,0.0161,0.5,0.2161,0.0889,0.1798,0.1939,0.0103,0.1382,N
0,0,0,0,0,0.0005,0,0.5,0.0027,0.1921,0.1798,0.0818,0.0103,0.1522,Y
0.0435,0,0,0,0.0201,0.0966,0.0246,0.66,0.1904,0.0889,0.3708,0.3741,0.1031,0.0691,N
0,0,0,0,0,0,0,1,0,0.4797,0.2022,0,0.0206,0.1136,Y
0,0,0,0,0.0002,0,0,0,0,0.7739,0.0899,0,0,0.1183,N
0,0,0,0,0,0.0105,0.0169,0.68,0.2287,0.0955,0.4157,0.2093,0.1649,0.1054,Y
0,0,0,0,0.0016,0.0285,0.0486,0.68,0.1976,0.1987,0.2022,0.201,0.0412,0.1733,N
0,0,0,0,0,0.0005,0.0169,1,0.0734,0.4797,0.2135,0,0.0309,0.1405,Y
0,0,0,0,0.0002,0.013,0.0085,0.66,0.129,0.1918,0.2921,0.2653,0.0206,0.1288,N
0,0,0,0,0,0,0,1,0,0.1921,0.2697,0,0.0206,0.1792,Y
0.0435,0,0,0,0,0.0015,0,0.5,0.0465,0.0958,0.5056,0.3658,0.0103,0.1639,N
0,0,0,0,0,0,0,0,0,0.6707,0.2809,0,0,0.1487,Y
0,0,0,0,0.0006,0.018,0.0038,0.63,0.1666,0.0958,0.4944,0.4907,0.0309,0.1007,N
0,0,0,0,0,0,0,0,0,0.3831,0.3146,0,0,0.1019,Y
0,0,0,0.0011,0.1811,0.5904,0.0532,0.77,0.2392,0.0958,0.9663,0.9794,0.3196,0.3126,N
0,0,0,0,0,0.0115,0.0339,0.83,0.2273,0.0955,0.382,0.139,0.2165,0.1429,Y
0,0,0,0.0011,0.0004,0.002,0.0042,1,0.0713,0.0958,0.236,0.0904,0.0619,0.2002,N
0,0,0,0,0,0.0521,0.016,0.4,0.2472,0.1921,0.5618,0.3262,0.0206,0.1089,Y
0,0,0,0,0.0008,0.0125,0.0145,0.61,0.1701,0.0958,0.2921,0.142,0.0206,0.1183,N
0,0,0,0,0.0002,0.0005,0.0169,1,0.0315,0.1921,0.4944,0,0.0309,0.1253,Y
0.087,0.05,0,0.0011,0.0008,0.016,0.023,0.63,0.1007,0.3834,0.5843,0.4948,0.0309,0.1288,N
0,0,0,0,0,0,0,1,0,0.1199,0.0112,0,0.0206,0.1557,Y
0.0435,0,0,0.0042,0,0.0015,0.0056,0.75,0.041,0.0958,0.1573,0.1218,0.0206,0.1721,N
0,0,0,0,0,0.0005,0.0169,1,0.0429,0.4075,0.0225,0,0.0309,0.1897,Y
0.087,0.15,0,0,0.0785,0.1152,0.0093,0.77,0.1791,0.4794,0.9775,0.9286,0.0515,0.1218,N
0,0,0,0,0.0002,0.0005,0.0169,0,0.084,0.7429,0.0225,0,0,0.0984,Y
0,0,0,0,0.0002,0.0015,0.0056,0.75,0.0554,0.0958,0.3034,0.0071,0.0412,0.0972,N
0,0,0,0,0,0,0,1,0,0.4075,0.0337,0,0.0206,0.13,Y
0.0435,0,0,0,0,0,0,0,0,0.767,0.1124,0,0,0.1897,N
0,0,0,0.0074,0.0008,0.004,0.0212,0.88,0.0801,0.4075,0.0562,0.0419,0.0412,0.2436,Y
0,0,0,0,0.0203,0.2038,0.0115,0.72,0.2335,0.1918,0.6292,0.6457,0.1649,0.1265,N
0,0,0,0,0,0.0005,0.0169,1,0.0999,0.4075,0.0562,0,0.0309,0.1159,Y
0,0,0.0357,0,0.0004,0.0065,0.0169,0.85,0.1094,0.0958,0.5506,0.3247,0.0412,0.1288,N
0,0,0,0,0,0.0005,0,0,0.0628,0.4553,0.0674,0.0202,0,0.1054,Y
0.087,0,0,0.0032,0.0018,0.0376,0.0183,0.84,0.2151,0.0958,0.3708,0.3565,0.1649,0.1159,N
0,0,0,0,0,0.001,0.0339,1,0.2358,0.1199,0.0787,0,0.0412,0,Y
0.0435,0.15,0,0,0.0012,0.0671,0.0332,0.74,0.1783,0.0958,0.6966,0.5291,0.0515,0.1815,N
0,0,0,0,0,0,0,1,0,0.1199,0.1011,0,0.0206,0.1194,Y
0.087,0,0,0,0.0018,0.0906,0.0093,0.63,0.1726,0.4794,0.3933,0.3677,0.0412,0.1347,N
0,0,0,0,0,0.003,0.0127,0.57,0.1174,0.1677,0.1685,0.0116,0.0515,0.137,Y
0.087,0,0,0,0.0038,0.0025,0.0068,0.42,0.3535,0.1918,0.2809,0.2799,0.0206,0.178,N
0,0,0,0,0,0,0,0,0,0.4553,0.1685,0,0,0.2436,Y
0,0.05,0,0,0,0.0015,0.0042,0.8,0.0501,0.3834,0.5393,0.5179,0.0206,0.1311,N
0,0,0,0,0.0004,0.0025,0.0085,0.66,0.0702,0.4075,0.1798,0.0194,0.0515,0.2494,Y
0.0435,0,0,0,0.013,0.0936,0.0081,0.67,0.2276,0.1918,0.1798,0.1943,0.0928,0.1909,N
0,0,0,0,0,0.0015,0,1,0.0129,0.4075,0.1798,0.0374,0.0515,0.0351,Y
0.1304,0.1,0,0.0233,0.0062,0.01,0.1017,0.61,0.1395,0.0958,0.2809,0.1902,0.0206,0.1311,N
0,0,0,0,0,0.0005,0,0.5,0.0379,0.4553,0.2697,0.0561,0.0103,0.0703,Y
0,0,0,0.0698,0.0052,0.026,0.1114,0.77,0.1577,0.0958,0.3371,0.3322,0.0722,0.1745,N
0,0,0,0,0,0,0,1,0,0.4075,0.3371,0,0.0206,0.1417,Y
0.1739,0.1,0,0.0614,0.0088,0.0406,0.0185,0.96,0.2241,0.0958,0.2809,0.2956,0.4536,0.1405,N
0,0,0,0,0,0.0095,0.0315,0.2,0.1007,0.4553,0.3708,0.0441,0,0.1862,Y
0,0,0,0,0.0002,0.0351,0.0131,0.8,0.1671,0.0958,0.1798,0.1842,0.1443,0.1347,N
0,0,0,0,0,0.0025,0.0339,0.5,0.0889,0.4075,0.4607,0,0.0103,0.1183,Y
0.0435,0,0,0.0011,0.001,0.0025,0.0028,0.85,0.0555,0.0958,0.3596,0.204,0.0309,0.0796,N
0,0,0,0,0,0,0,0,0,0.1677,0.4944,0,0.0103,0,Y
0,0,0,0,0.0008,0.027,0.0291,0.57,0.2207,0.0958,0.3146,0.3217,0.0206,0.1288,N
0,0,0,0,0.001,0.002,0.0678,0.8,0.1018,0.1199,0.4944,0,0.0515,0.1136,Y
0,0,0.0357,0.7841,0.011,0.0611,0.0645,0.61,0.1761,0.1918,0.3258,0.2735,0.0412,0.0562,N
0,0,0,0,0,0.006,0.0932,0.46,0.093,0.1199,0.5393,0.0004,0.0103,0.0878,Y
0,0,0,0.0011,0.0086,0.0976,0.0075,0.51,0.2595,0.1662,0.5955,0.611,0.0206,0.1253,N
0,0,0,0,0,0.0005,0.0169,1,0.0844,0.3834,0.0449,0,0.0309,0.2342,Y
0.0435,0,0,0,0.0004,0.003,0,0.28,0.0408,0.1662,0.5843,0.4204,0,0.178,N
0,0,0,0,0,0.0035,0.1186,1,0.0806,0.3834,0.1124,0,0.0928,0.5855,Y
0,0,0,0,0,0.016,0.0119,0.47,0.2065,0.6966,0.3596,0.3587,0.0103,0.089,N
0,0,0,0,0,0.002,0.0678,1,0.0902,0.3834,0.1124,0,0.0619,0.1171,Y
0.0435,0.05,0.0357,0,0.0034,0.1242,0.0154,0.46,0.1634,0.409,0.5281,0.543,0.0206,0.0878,N
0,0,0,0,0,0.0015,0.0508,0.75,0.0587,0.4794,0.236,0,0.0206,0.1487,Y
0.0435,0,0.0357,0,0,0.0055,0.0106,0.84,0.2367,0.1662,0.2472,0.2324,0.0412,0.1452,N
0,0,0,0.0011,0,0.0015,0.0508,1,0.0522,0.0958,0.3371,0,0.0515,0.1206,Y
0,0,0,0,0.0066,0.0981,0.0548,0.44,0.2428,0.1662,0.6292,0.6476,0.0206,0.1358,N
0,0,0,0,0,0.001,0.0339,0.66,0.0624,0.3834,0.427,0,0.0103,0.1171,Y
0.1739,0.1,0,0,0.0588,0.308,0.0235,0.66,0.2086,0.6966,0.7416,0.3457,0.0619,0.0913,N
0,0,0,0,0,0,0,0,0,0.767,0.427,0,0,0.1897,Y
0,0,0,0,0,0.0065,0.0085,0.46,0.1932,0.409,0.1798,0.1454,0.0103,0.2131,N
0,0,0,0,0,0,0,0,0,0.767,0.6629,0,0,0,Y
0,0,0,0.0011,0.0002,0.014,0.0158,0.79,0.1003,0.1214,0.3371,0.3442,0.0412,0.1511,N
0,0,0,0,0.0002,0.001,0.0339,0.66,0.1593,0.3765,0.0787,0,0.0309,0.13,Y
0,0,0,0.0011,0.0024,0.1708,0.0478,0.36,0.2546,0.409,0.7303,0.6319,0,0.1276,N
0,0,0,0,0,0.001,0.0339,0.66,0.2027,0.3765,0.0899,0,0.0103,0.2178,Y
0.0435,0.05,0.0357,0,0.0002,0,0.0169,0,0.9804,0.409,0.2022,0,0,0.1382,N
0,0,0,0,0,0.002,0.0113,0.6,0.1315,0.0889,0.236,0.0041,0.0206,0.1311,Y
0,0,0,0.0148,0.0034,0.0351,0.0195,0.42,0.1536,0.1214,0.3146,0.321,0.0103,0.1288,N
0,0,0,0,0,0,0,0,0,0.4863,0.3596,0,0,0.082,Y
0,0,0,0,0.0042,0.025,0.046,0.61,0.1915,0.1662,0.382,0.3146,0.0206,0,N
0,0,0,0,0.0018,0.004,0.0048,0.88,0.1029,0.7739,0.6067,0.2642,0.0412,0.0937,Y
0,0,0,0,0.0082,0.0891,0.045,0.49,0.164,0.4538,0.5955,0.4028,0.0206,0.1253,N
0,0,0,0,0,0.0806,0.0272,0.58,0.3832,0.113,0.3034,0.3158,0.0412,0.1464,Y
0,0,0,0,0.0038,0.0391,0.0553,0.58,0.1309,0.1662,0.4382,0.4477,0.0309,0.2541,N
0,0,0,0,0.0016,0.0115,0.009,0.84,0.1328,0.113,0.0787,0.0904,0.0515,0.1171,Y
0,0,0,0,0.0062,0.0366,0.01,0.58,0.1645,0.4538,0.7528,0.7773,0.0103,0.0749,N
0,0,0,0.0138,0.0022,0.0471,0.0386,0.7,0.1663,0.1746,0.2247,0.2309,0.0412,0.2787,Y
0,0,0,0,0.0389,0.0606,0.0243,0.68,0.1963,0.1662,0.7416,0.7033,0.0619,0.0984,N
0,0,0,0,0,0.0005,0.0169,1,0.0287,0.113,0.236,0,0.0309,0.13,Y
0,0,0,0,0.0225,0.2899,0.1217,0.83,0.2564,0.4538,0.9663,0.9806,1,0.1464,N
0,0,0,0,0.0002,0.0005,0,0,0.0519,0.3074,0.0337,0.0142,0,0.103,Y
0,0,0,0,0.013,0.3395,0.1033,0.6,0.2644,0.4538,0.9551,0.9107,0.0515,0.1487,N
0,0,0,0,0,0.001,0.0339,1,0.1108,0.2678,0.0899,0,0.0412,0.1136,Y
0,0,0,0.0148,0.007,0.0105,0.0155,0.78,0.1673,0.1662,0.5056,0.1917,0.0928,0.1522,N
0,0,0,0.0783,0.0149,0.03,0.0083,0.37,0.1162,0.5951,0.1573,0.1502,0.0103,0.034,Y
0,0,0,0,0.0062,0.0641,0.0189,0.72,0.2002,0.1662,0.8989,0.42,0.1031,0.123,N
0,0,0,0,0,0.002,0.0254,1,0.0317,0.5554,0.4607,0.0004,0.0619,0.1534,Y
0,0,0,0,0.0153,0.0325,0.0054,0.81,0.1392,0.1214,0.764,0.7328,0.0722,0.0878,N
0,0,0,0,0,0.0005,0,0.33,0.0433,0.3074,0.191,0.1835,0,0.1276,Y
0,0,0,0,0.0012,0.0486,0.0166,0.68,0.2098,0.1214,0.4831,0.4372,0.0619,0.1323,N
0,0,0,0,0,0.001,0.0085,0.33,0.0526,0.0198,0.2809,0.0019,0.0206,0.1007,Y
0,0,0,0,0.0428,0.7141,0.0329,0.66,0.2641,0.1662,0.9663,0.9873,0.0825,0.0667,N
0,0,0,0,0,0.001,0,0.33,0.0471,0.5951,0.3371,0.1958,0,0.1546,Y
0,0,0,0,0,0.0115,0.0339,0.83,0.2273,0.2678,0.382,0.139,0.2165,0.2494,Y
0,0,0.0714,0.0011,0.002,0.019,0.003,0.2,0.2482,0.6966,0.3708,0.2022,0,0.1171,N
0,0,0,0,0,0.0005,0,0.5,0.058,0.5951,0.6067,0.0329,0.0103,0.2377,Y
0,0,0.0714,0.0011,0.0161,0.2028,0.0364,0.65,0.1724,0.1662,0.7753,0.7855,0.0515,0.1698,N
0,0,0,0,0,0,0,0,0,0.5951,0.6067,0,0,0.0972,Y
0.0435,0,0,0.0688,0.0072,0.0175,0.0237,0.8,0.1238,0.4538,0.3933,0.358,0.0619,0.0902,N
0,0,0,0,0,0,0,1,0,0.6638,0.0112,0,0.0206,0.1557,Y
0.0435,0,0,0.0011,0.007,0.0396,0.0298,0.5,0.1368,0.4538,0.5056,0.4219,0.0206,0.1464,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0338,0.4866,0.0337,0,0.0103,0.13,Y
0,0,0,0,0.0028,0.031,0.0079,0.65,0.1724,0.6966,0.9438,0.9477,0.0412,0.1464,N
0,0,0,0,0,0.0035,0.0282,0.62,0.1061,0.6638,0.1124,0.0542,0.0206,0.0925,Y
0.0435,0,0,0,0.0239,0.2108,0.0091,0.79,0.2025,0.6966,0.7079,0.7272,0.0928,0.1183,N
0,0,0,0,0.002,0,0,0,0,0.4866,0.1124,0,0,0.2002,Y
0.0435,0.05,0,0.0201,0.0012,0.012,0.0381,0.73,0.1997,0.4538,0.3933,0.1917,0.0309,0.1124,N
0,0,0,0,0,0.0005,0.0169,0,0.9693,0.4866,0.1236,0,0,0.1218,Y
0.0435,0.05,0,0,0.0012,0.012,0.0066,0.76,0.0685,0.1662,0.4607,0.4533,0.0515,0.1838,N
0,0,0,0,0.0006,0.0015,0.0169,0.75,0.0485,0.4866,0.191,0.0845,0.0206,0.1616,Y
0.0435,0.05,0,0,0.0078,0.0611,0.008,0.56,0.1284,0.1662,0.5169,0.534,0.0103,0.1194,N
0,0,0,0,0,0,0,0,0,0.6903,0.0112,0,0,0.1194,Y
0.1304,0,0,0,0.009,0.0796,0.0433,0.41,0.1649,0.6966,0.2584,0.173,0.0103,0.123,N
0,0,0,0,0,0.005,0.0297,0.72,0.1278,0.115,0.0337,0.0183,0.0309,0.103,Y
0.0435,0,0.0714,0,0.0048,0.313,0.0502,0.44,0.1862,0.409,0.7416,0.5811,0.0206,0.1733,N
0,0,0,0,0,0.0045,0.0395,0.5,0.0982,0.115,0.1124,0.0684,0.0206,0.103,Y
0.0435,0.05,0.0357,0,0.0496,0.2514,0.0257,0.82,0.2106,0.4538,0.8764,0.6555,0.3299,0.1674,N
0,0,0,0,0,0.0005,0.0169,0,0.0234,0.6903,0.0899,0,0,0.1909,Y
0.0435,0.05,0.0357,0.0423,0.0169,0.1863,0.0232,0.58,0.2391,0.4538,0.3371,0.3416,0.0103,0.5855,N
0,0,0,0,0,0.001,0.0085,1,0.1847,0.4602,0.1124,0.0007,0.0412,0.1019,Y
0.087,0,0,0,0,0.0055,0.0424,0.21,0.344,0.6966,0.1573,0.0826,0,0.0562,N
0,0,0,0.0127,0.0004,0.0671,0.0746,0.71,0.2933,0.4602,0.1685,0.0964,0.0619,0,Y
0.087,0,0,0,0.0006,0.0235,0.0282,0.62,0.3292,0.1662,0.8427,0.8072,0.0103,0.2927,N
0,0,0,0,0,0.004,0.0593,0.66,0.1443,0.4026,0.191,0.0549,0.0103,0.1089,Y
0.0435,0,0,0,0.0002,0.007,0.0085,0.73,0.0839,0.1214,0.5169,0.5101,0.0309,0.1909,N
0,0,0,0,0,0,0,0,0,0.6903,0.1461,0,0,0.1546,Y
0,0,0,0.0063,0.0122,0.0616,0.0167,0.57,0.1877,0.409,0.573,0.5654,0.0206,0.1288,N
0,0,0,0,0,0.002,0.0254,1,0.3142,0.1726,0.2247,0.0553,0.0619,0.1991,Y
0,0,0,0.0222,0.0024,0.0005,0,0,0.0012,0.1214,0.6067,0.4013,0.0103,0.1206,N
0,0,0,0,0.0022,0.0065,0.0042,0.46,0.3782,0.6903,0.2584,0.2735,0.0103,0.0656,Y
0.1739,0,0.0714,0,0.06,0.0791,0.0144,0.58,0.1445,0.1662,0.6292,0.4249,0.0206,0.1405,N
0,0,0,0,0,0,0,1,0,0.4602,0.1685,0,0.0206,0.1101,Y
0,0,0,0,0.0012,0.0646,0.0105,0.49,0.2751,0.1662,0.2135,0.2227,0.0206,0.2927,N
0,0,0,0,0,0,0,0,0,0.6903,0.236,0,0,0.1007,Y
0,0,0,0,0.0004,0.0155,0.0433,0.59,0.1633,0.4538,0.1685,0.1177,0.0103,0.1639,N
0,0,0,0,0,0,0,0,0,0.6903,0.2584,0,0,0.2283,Y
